id,level,surface,reading_kana,meaning_ko,severity,queue,accepted_reason,issues,catalog_status,catalog_level,catalog_pron,catalog_entry,search_status,search_level,search_entry,jmdict_issue,jmdict_detail,example_source,example_contain_basis,example_jp,spelling_note,naver_means,source_url
w_244b759283766aa0,N1,異色,いしょく,"이색,매우특색있음",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,異色,,,naver,surface,はたして彼のやり方には異色がある.,,,https://ja.dict.naver.com/#/search?query=%E7%95%B0%E8%89%B2
w_677edbc10074357c,N1,建前,たてまえ,"명분, 원칙",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,建前,,,naver,surface,値引きしないのを建前としております,,,https://ja.dict.naver.com/#/search?query=%E5%BB%BA%E5%89%8D
w_e84847a82950de49,N1,心地よい,ここちよい,"기분좋다,상쾌하다",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,心地よい·心地好い,,,naver,alt_form,心地よく暮らしていく,,,https://ja.dict.naver.com/#/search?query=%E5%BF%83%E5%9C%B0%E3%82%88%E3%81%84
w_b944223a52d313a5,N1,多角的,たかくてき,다각적인,accepted,catalog-absent,활용형 多角的な을 표제어 多角的로 정규화.,naver-level-missing,naver_level_missing,,,,,,,,,naver,surface,うちの会社では今回の事業を多角的な視点で見直すことにした。,,,https://ja.dict.naver.com/#/search?query=%E5%A4%9A%E8%A7%92%E7%9A%84
w_cd0b7fe939579edc,N1,釈明,しゃくめい,"석명,해명",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,釈明,,,naver,surface,疑惑への釈明は一切なかった,,,https://ja.dict.naver.com/#/search?query=%E9%87%88%E6%98%8E
w_12a8e8485deb3e3b,N1,仲裁,ちゅうさい,중재,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,仲裁,,,naver,surface,仲裁ならば彼が適役だ.,,,https://ja.dict.naver.com/#/search?query=%E4%BB%B2%E8%A3%81
w_ad7b7731718d0f45,N1,夕焼け,ゆうやけ,저녁노을,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,夕焼け,,,naver,surface,スマホで燃えるような夕焼けを撮る,,,https://ja.dict.naver.com/#/search?query=%E5%A4%95%E7%84%BC%E3%81%91
w_658206ce4783caaf,N1,無性に,むしょうに,"몹시,공연히,까닭없이",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,無性に,,,naver,surface,無性に寂しい,,,https://ja.dict.naver.com/#/search?query=%E7%84%A1%E6%80%A7%E3%81%AB
w_c75bde47bdbbaeb1,N1,助長,じょちょう,조장,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,助長,,,naver,surface,経済の成長を助長する,,,https://ja.dict.naver.com/#/search?query=%E5%8A%A9%E9%95%B7
w_ea296c8603d64657,N1,拒む,こばむ,"거부하다,저지하다",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,拒む,,,naver,surface,頑強に[頑として]承知しない[拒む].,,,https://ja.dict.naver.com/#/search?query=%E6%8B%92%E3%82%80
w_aa81044e5f00e4d2,N1,染まる,そまる,물들다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,染まる,,,naver,surface,東の空がほの赤く染まる.,,,https://ja.dict.naver.com/#/search?query=%E6%9F%93%E3%81%BE%E3%82%8B
w_777b8ee6d356461a,N1,苦境,くきょう,곤경,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,苦境,,,naver,surface,やっと(のことで)苦境から抜け出る,,,https://ja.dict.naver.com/#/search?query=%E8%8B%A6%E5%A2%83
w_fb563ffa4a981ae4,N1,微笑ましい,ほほえましい,흐뭇하다,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,微笑ましい·頬笑ましい,,,naver,surface,微笑ましいエピソードを紹介する,,,https://ja.dict.naver.com/#/search?query=%E5%BE%AE%E7%AC%91%E3%81%BE%E3%81%97%E3%81%84
w_690a4fa3e51077a6,N1,清々しい,すがすがしい,"상쾌하다, 시원하다",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,清々しい,,,self,surface,朝の空気が清々しい。,,,https://ja.dict.naver.com/#/search?query=%E6%B8%85%E3%80%85%E3%81%97%E3%81%84
w_2a2702f1f74ccfdc,N1,足手まとい,あしでまとい,"방해, 훼방, 걸림돌",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,self,surface,経験のない私では、かえって足手まといになる。,,,https://ja.dict.naver.com/#/search?query=%E8%B6%B3%E6%89%8B%E3%81%BE%E3%81%A8%E3%81%84
w_cfd45df00e8918fe,N1,意気込み,いきごみ,"패기,의욕",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,意気込み,,,naver,surface,心がくじける; 意気込みが砕ける,,,https://ja.dict.naver.com/#/search?query=%E6%84%8F%E6%B0%97%E8%BE%BC%E3%81%BF
w_14b30bc2b09fa244,N1,熟知,じゅくち,숙지,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,熟知,,,naver,surface,このあたりの地理は熟知している.,,,https://ja.dict.naver.com/#/search?query=%E7%86%9F%E7%9F%A5
w_1c1342a535c8057b,N1,押さえる,おさえる,"누르다, 붙잡다, 확보하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,押(さ)える·抑える·圧える,,,naver,surface,手で患部をそっと押さえる,,,https://ja.dict.naver.com/#/search?query=%E6%8A%BC%E3%81%95%E3%81%88%E3%82%8B
w_0008d0b93f394410,N1,粉々,こなごな,산산조각,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,粉々,,,naver,surface,機械を動かすと、岩は粉々に砕けた。,,,https://ja.dict.naver.com/#/search?query=%E7%B2%89%E3%80%85
w_ad7ed509ea55b5fa,N1,順応,じゅんのう,순응,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,順応,,,naver,surface,新しい環境に順応する,,,https://ja.dict.naver.com/#/search?query=%E9%A0%86%E5%BF%9C
w_59e50bf36e18a412,N1,交わす,かわす,교환하다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,交わす,,,naver,surface,ざっくばらんに意見を交わす,,,https://ja.dict.naver.com/#/search?query=%E4%BA%A4%E3%82%8F%E3%81%99
w_9ab1e43c1a5da994,N1,受け身,うけみ,"수동적인, 수동적인 목소리",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,受(け)身,,,naver,surface,受け身の形にする,,,https://ja.dict.naver.com/#/search?query=%E5%8F%97%E3%81%91%E8%BA%AB
w_f5b156d34a2300a2,N1,打ち込む,うちこむ,"몰두하다,몰입하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,打(ち)込む,,,naver,surface,全英オープンのコースでは，やぶに打ち込むくらいならロスト・ボールにした方が，まだましだ,,,https://ja.dict.naver.com/#/search?query=%E6%89%93%E3%81%A1%E8%BE%BC%E3%82%80
w_5e2ecb6d05171925,N1,託す,たくす,"맡기다,부탁하다",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,託す·托す,,,naver,surface,手紙を託す,,,https://ja.dict.naver.com/#/search?query=%E8%A8%97%E3%81%99
w_19b870ba56899b62,N1,打診,だしん,타진,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,打診,,,naver,surface,触診と打診を並行する.,,,https://ja.dict.naver.com/#/search?query=%E6%89%93%E8%A8%BA
w_5199b70d07105436,N1,素振り,そぶり,"거동,기색",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,素振り,,,naver,surface,素振りに表す,,,https://ja.dict.naver.com/#/search?query=%E7%B4%A0%E6%8C%AF%E3%82%8A
w_bada5a71b14fde36,N1,装う,よそおう,"꾸미다,치장하다",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,装う·粧う,,,naver,surface,努めて平静を装う,,,https://ja.dict.naver.com/#/search?query=%E8%A3%85%E3%81%86
w_4fa49d0da0a0bfd0,N1,憤り,いきどおり,분노,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,憤り,,,naver,surface,非道で卑劣なテロに対し、強い憤りを感じる,,,https://ja.dict.naver.com/#/search?query=%E6%86%A4%E3%82%8A
w_9c2e1818c1662acf,N1,緊迫する,きんぱくする,긴박하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=緊迫 suffix=する,naver,surface,政局が緊迫する,,,https://ja.dict.naver.com/#/search?query=%E7%B7%8A%E8%BF%AB%E3%81%99%E3%82%8B
w_a4e53d86fe0aeca1,N1,足止め,あしどめ,발이 묶임,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,足止め·足留め,,,naver,surface,彼ら一行はあらしのために足止めを食った.,,,https://ja.dict.naver.com/#/search?query=%E8%B6%B3%E6%AD%A2%E3%82%81
w_f900d3041a0c73b6,N1,奔放,ほんぽう,분방한,accepted,catalog-absent,활용형 奔放な을 표제어 奔放로 정규화.,naver-level-missing,naver_level_missing,,,,,,,,,naver,surface,ときどき、私は若者の過剰に奔放な態度に戸惑いを感じることがある。,,,https://ja.dict.naver.com/#/search?query=%E5%A5%94%E6%94%BE
w_80a418653d9aa915,N1,引き寄せる,ひきよせる,끌어당기다,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,引(き)寄せる,,,naver,surface,鉤で引き寄せる,,,https://ja.dict.naver.com/#/search?query=%E5%BC%95%E3%81%8D%E5%AF%84%E3%81%9B%E3%82%8B
w_0b80ed475f7435e9,N1,難航,なんこう,난항,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,難航,,,naver,surface,各国の利害が対立し、交渉は難航を極めていた,,,https://ja.dict.naver.com/#/search?query=%E9%9B%A3%E8%88%AA
w_371f1a41edd2c949,N1,何気ない,なにげない,"아무렇지 않은, 무심한",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,何気ない·何気無い,,,naver,surface,私たちは何気ない話でも楽しくて笑い続けた。,,,https://ja.dict.naver.com/#/search?query=%E4%BD%95%E6%B0%97%E3%81%AA%E3%81%84
w_c421e3bbf7d5230b,N1,由緒,ゆいしょ,"유서,내력",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,由緒,,,naver,surface,この岩には由緒がある,,,https://ja.dict.naver.com/#/search?query=%E7%94%B1%E7%B7%92
w_06c9da1f5d3ef9b3,N1,隈なく,くまなく,"구석구석까지, 샅샅이",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,隈無く,,,naver,surface,月光が隈なく照り渡っていた,,,https://ja.dict.naver.com/#/search?query=%E9%9A%88%E3%81%AA%E3%81%8F
w_913e70a1a243c809,N1,人一倍,ひといちばい,"남달리,남보다갑절",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,人一倍,,,naver,surface,人一倍はたらく,,,https://ja.dict.naver.com/#/search?query=%E4%BA%BA%E4%B8%80%E5%80%8D
w_ef69d226c0ff5071,N1,ダンプ,ダンプ,덤프 트럭,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,ダンプ,,,naver,surface,１０トンダンプ・カーが前方のダンプに衝突し炎上した,,,https://ja.dict.naver.com/#/search?query=%E3%83%80%E3%83%B3%E3%83%97
w_cb71de767a5e76d3,N1,従属,じゅうぞく,종속,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,従属,,,self,surface,従属について話す。,,,https://ja.dict.naver.com/#/search?query=%E5%BE%93%E5%B1%9E
w_6ed0282468b646e4,N1,飲み込む,のみこむ,"삼키다, 이해하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,飲(み)込む·呑み込む,,,naver,surface,小学校のときに初めて食べた讃岐うどんは想像を絶するほど硬く飲み込むのも大変でした。,,,https://ja.dict.naver.com/#/search?query=%E9%A3%B2%E3%81%BF%E8%BE%BC%E3%82%80
w_be6c610da5c1ab8d,N1,互角,ごかく,"호각,백중세",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,互角·牛角,,,self,surface,互角について話す。,,,https://ja.dict.naver.com/#/search?query=%E4%BA%92%E8%A7%92
w_253d6fd37766266d,N1,億劫,おっくう,귀찮은,accepted,catalog-absent,활용형 億劫だ을 표제어 億劫로 정규화.,naver-level-missing,naver_level_missing,,,,,,,,,self,surface,億劫だと言う。,,,https://ja.dict.naver.com/#/search?query=%E5%84%84%E5%8A%AB
w_7ecad84d963bf598,N1,入念,にゅうねん,"꼼꼼한,정성스런",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,入念,,,naver,surface,ひょっとして未解決に締めくくられるところだった事件が入念な再捜査で犯人が明らかになった。,,,https://ja.dict.naver.com/#/search?query=%E5%85%A5%E5%BF%B5
w_aa07ddb4c44be3e9,N1,回顧,かいこ,회고,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,回顧,,,naver,surface,往時[昔]を回顧する.,,,https://ja.dict.naver.com/#/search?query=%E5%9B%9E%E9%A1%A7
w_2b3f9865d1fead1e,N1,無残,むざん,"무참한,잔인한",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,無残·無惨,,,naver,surface,無残な最期を遂げる.,,,https://ja.dict.naver.com/#/search?query=%E7%84%A1%E6%AE%8B
w_78478b3ede1095de,N1,荷造り,にづくり,"짐 꾸리기, 포장",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,荷造(り)·荷作(り),,,naver,surface,荷造りは入念に願います.,,,https://ja.dict.naver.com/#/search?query=%E8%8D%B7%E9%80%A0%E3%82%8A
w_cbe6b7e061ecd2aa,N1,駆けつける,かけつける,달려가다,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,駆けつける·駆(け)付ける·駈(け)着ける,,,naver,surface,後れじと駆けつける,,,https://ja.dict.naver.com/#/search?query=%E9%A7%86%E3%81%91%E3%81%A4%E3%81%91%E3%82%8B
w_1fa85c551770799d,N1,言い張る,いいはる,"우겨대다,주장하다",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,言(い)張る,,,naver,surface,自説を言い張る,,,https://ja.dict.naver.com/#/search?query=%E8%A8%80%E3%81%84%E5%BC%B5%E3%82%8B
w_c663ddeed757b29f,N1,揺るがす,ゆるがす,뒤흔들다,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,揺るがす,,,naver,surface,大地を揺るがす[踏みしめる],,,https://ja.dict.naver.com/#/search?query=%E6%8F%BA%E3%82%8B%E3%81%8C%E3%81%99
w_4ee4c1f82fd80d23,N1,立ち寄る,たちよる,들르다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,立(ち)寄る,,,naver,surface,下町のとある店に立ち寄る,,,https://ja.dict.naver.com/#/search?query=%E7%AB%8B%E3%81%A1%E5%AF%84%E3%82%8B
w_a8598bbe62279f0d,N1,箇条書き,かじょうがき,"항목별 작성, 개조식",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,箇条書(き)·個条書(き),,,naver,surface,必要な事項を箇条書きにする.,,,https://ja.dict.naver.com/#/search?query=%E7%AE%87%E6%9D%A1%E6%9B%B8%E3%81%8D
w_1518527546bff440,N1,食い止める,くいとめる,"저지하다,막다",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,食(い)止める,,,naver,surface,敵の侵入を食い止める,,,https://ja.dict.naver.com/#/search?query=%E9%A3%9F%E3%81%84%E6%AD%A2%E3%82%81%E3%82%8B
w_3761b61031805586,N1,心遣い,こころづかい,배려,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,心遣い,,,naver,surface,お心遣いありがとうございます,,,https://ja.dict.naver.com/#/search?query=%E5%BF%83%E9%81%A3%E3%81%84
w_52a2392ec6f56422,N1,気兼ね,きがね,"사양, 거리낌",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,気兼(ね),,,naver,surface,彼とは気兼ねなく[心安く]つきあっている.,,,https://ja.dict.naver.com/#/search?query=%E6%B0%97%E5%85%BC%E3%81%AD
w_08149ad39d83534d,N1,咄嗟に,とっさに,순간적으로,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,咄嗟に,,,self,surface,咄嗟に説明する。,,,https://ja.dict.naver.com/#/search?query=%E5%92%84%E5%97%9F%E3%81%AB
w_3129de0be21afd27,N1,埋め込む,うめこむ,"묻어 넣다, 삽입하다",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,天井にスピーカーを埋め込む,,,https://ja.dict.naver.com/#/search?query=%E5%9F%8B%E3%82%81%E8%BE%BC%E3%82%80
w_8cb3134b514d1a2f,N1,沈下,ちんか,침하,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,沈下,,,naver,surface,地盤がだんだん沈下する.,,,https://ja.dict.naver.com/#/search?query=%E6%B2%88%E4%B8%8B
w_117206f59982bdc8,N1,耳鼻科,じびか,이비인후과,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,耳鼻科,,,naver,surface,ロ:耳の病気にかかったようなので、耳鼻科で受診してみて。,,,https://ja.dict.naver.com/#/search?query=%E8%80%B3%E9%BC%BB%E7%A7%91
w_67b9ee16274ff79d,N1,リストアップ,リストアップ,"리스트 업, 목록 작성",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,リストアップ,,,naver,surface,有望株をリストアップする,,,https://ja.dict.naver.com/#/search?query=%E3%83%AA%E3%82%B9%E3%83%88%E3%82%A2%E3%83%83%E3%83%97
w_a5a10027ead73ad9,N1,焚き火,たきび,모닥불,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,たき火·焚(き)火,,,self,surface,焚き火について話す。,,,https://ja.dict.naver.com/#/search?query=%E7%84%9A%E3%81%8D%E7%81%AB
w_3301d891bd6f4186,N1,交錯する,こうさくする,"뒤섞여 엇갈리다, 교차하다",accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=交錯 suffix=する,naver,surface,怒りと憐れみが交錯する。,,,https://ja.dict.naver.com/#/search?query=%E4%BA%A4%E9%8C%AF%E3%81%99%E3%82%8B
w_88c43259bfb6ff51,N1,人出,ひとで,"인파,밖으로나온사람들",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,人出,,,naver,surface,人出が凄くて目が眩みそうだ,,,https://ja.dict.naver.com/#/search?query=%E4%BA%BA%E5%87%BA
w_abc611c14f035fc6,N1,手掛かり,てがかり,"단서, 실마리",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,手(掛)かり·手(懸)かり,,,naver,surface,解決の手掛かりを求める,,,https://ja.dict.naver.com/#/search?query=%E6%89%8B%E6%8E%9B%E3%81%8B%E3%82%8A
w_ed7afa22b6d758dd,N1,施錠する,せじょうする,"자물쇠를 채우다, 잠그다",accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=施錠 suffix=する,naver,surface,ドアに施錠する,,,https://ja.dict.naver.com/#/search?query=%E6%96%BD%E9%8C%A0%E3%81%99%E3%82%8B
w_1bf1bea47f8def42,N1,煩雑,はんざつ,번잡한,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,煩雑,,,naver,surface,煩雑な手続きに懲りた,,,https://ja.dict.naver.com/#/search?query=%E7%85%A9%E9%9B%91
w_c530d263e6c6b918,N1,うずうず,うずうず,근질근질(좀이 쑤시는 모양),accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,うずうず,,,naver,surface,ロ：うん。口がうずうずするけど、我慢してみる。,,,https://ja.dict.naver.com/#/search?query=%E3%81%86%E3%81%9A%E3%81%86%E3%81%9A
w_ee13be5cc30d87aa,N1,受け付ける,うけつける,"접수하다, 받아들이다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,受(け)付ける,,,naver,surface,申し込み[願書]は明日まで受け付ける.,,,https://ja.dict.naver.com/#/search?query=%E5%8F%97%E3%81%91%E4%BB%98%E3%81%91%E3%82%8B
w_b63b20e8363c2e3b,N1,実権,じっけん,실권,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,実権,,,naver,surface,名だけで実権の無い社長だ.,,,https://ja.dict.naver.com/#/search?query=%E5%AE%9F%E6%A8%A9
w_a70263ff88911e3e,N1,乗り出す,のりだす,시작하다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,乗(り)出す,,,naver,surface,量産に乗り出す,,,https://ja.dict.naver.com/#/search?query=%E4%B9%97%E3%82%8A%E5%87%BA%E3%81%99
