id,level,surface,reading_kana,meaning_ko,display_surface,decision,evidence,collides_with,example_jp
w_c5438a2dab2c8feb,N2,ずるい,ずるい,"교활하다, 치사하다",,needs-review,ambiguous or no common kanji form,,狡い事をする
w_acc876653588012b,N2,コーラス,コーラス,"합창, 후렴",,keep-kana,ambiguous or no common kanji form,,昔はママさんコーラスといえば，ビブラートがつきものの，ハーモニーが常識だったが，最近は違う
w_0e4c16e89825c541,N2,レジャー,レジャー,"레저, 여가",,keep-kana,ambiguous or no common kanji form,,ビーチ・バレーは「レジャー・スポーツとして，世界で人気が出ると確信していた
w_4d438cf8f92e9462,N2,クリーニング,クリーニング,"세탁, 드라이클리닝",,keep-kana,ambiguous or no common kanji form,,季節外れの服を集めてクリーニング屋にドライクリーニングに出した。
w_3caab7484a603e60,N2,エプロン,エプロン,앞치마,,keep-kana,ambiguous or no common kanji form,,ジスは「家事を手伝う」と言ってエプロンをつけた。
w_3e3b911293ac6f59,N2,おおよそ,おおよそ,"대략, 관한",,needs-review,ambiguous or no common kanji form,,大凡の筋を説明する
w_23ad56ee33f20e5e,N2,ダイヤル,ダイヤル,다이얼,,keep-kana,ambiguous or no common kanji form,,ポケットダイヤルの増加で公共の安全が脅かされる
w_ceec571ad56a4793,N2,シーツ,シーツ,"시트, 종이",,keep-kana,ambiguous or no common kanji form,,シーツがごわついて寝られない.
w_d9e22abde44c3a57,N2,ストッキング,ストッキング,스타킹,,keep-kana,ambiguous or no common kanji form,,ストッキングが伝線する.
w_4fd0783444da72d2,N2,スカーフ,スカーフ,스카프,,keep-kana,ambiguous or no common kanji form,,スカーフの結び方やコサージ作りを覚えれば，同じ服も見違える
w_d66201884ced4538,N2,コンセント,コンセント,"콘센트, 전원 콘센트",,keep-kana,ambiguous or no common kanji form,,イ：コンセントにプラグがあまりにも挿され過ぎています。
w_eff6f42ca8c5949f,N2,サイレン,サイレン,사이렌,,keep-kana,ambiguous or no common kanji form,,サイレンの音に我知らず道の端に身をよけた.
w_6bb5a1271f35b2b1,N2,セメント,セメント,시멘트,,keep-kana,ambiguous or no common kanji form,,砂とセメントを練り合わせる.
w_2f7318457b9f7446,N2,ピストル,ピストル,"권총, 피스톨",,keep-kana,ambiguous or no common kanji form,,射撃で使われるレーザーピストルって危険なピストルなのか気になる。
w_5221eddb38995df6,N2,スリッパ,スリッパ,슬리퍼,,keep-kana,ambiguous or no common kanji form,,スリッパをずるずる引きずる.
w_ded44e32c6a7a4d9,N2,ミシン,ミシン,재봉틀,,keep-kana,ambiguous or no common kanji form,,ミシンで切れ地を縫い合わせる.
w_d5e995df4d9237db,N2,ウーマン,ウーマン,여자,,keep-kana,ambiguous or no common kanji form,,ジスは会社に通いながら家の切り盛りも上手なスーパーウーマンだ。
w_d672b7ae7476d950,N2,イコール,イコール,"동등한, 같은",,keep-kana,ambiguous or no common kanji form,,イコールな関係
w_55b71aeefe260c58,N2,モノレール,モノレール,모노레일,,keep-kana,ambiguous or no common kanji form,,モノレールの窓から，きゅう舎や馬を見下ろしていたのに…
w_76c3e5adbd77cbb5,N2,チョーク,チョーク,"분필, 초크",,keep-kana,ambiguous or no common kanji form,,先生はチョークで黒板をとんとん叩いた。
w_bd8ba6e8506305c9,N2,ブローチ,ブローチ,브로치,,keep-kana,ambiguous or no common kanji form,,ブローチを胸につける.
w_07d2e6af164edb95,N2,ブラウス,ブラウス,블라우스,,keep-kana,ambiguous or no common kanji form,,エアリーなブラウスをチョイスする
w_d42b384ab852fd1e,N2,うろうろ,うろうろ,"어슬렁어슬렁, 우왕좌왕",,keep-kana,ambiguous or no common kanji form,,虎がうろうろする。
w_efba51efd9b64ec0,N2,せっせと,せっせと,"부지런히, 열심히",,keep-kana,ambiguous or no common kanji form,,釣り人はせっせと釣り糸を巻き上げた。
w_4bf6dcc1032d5d46,N2,ウール,ウール,양털,,keep-kana,ambiguous or no common kanji form,,祖母はくるくるするウールで帽子を作った。
w_bb2f02bf8612a31c,N2,オルガン,オルガン,오르간,,keep-kana,ambiguous or no common kanji form,,先生のオルガン伴奏で合唱する.
w_bf913ba9deeff8be,N2,ナイロン,ナイロン,나일론,,keep-kana,ambiguous or no common kanji form,,父に買ってあげたシャツはナイロンに綿が混紡されて柔らかくて汗もよく吸収された。
w_87d6d130008c550c,N2,プラットホーム,プラットホーム,"플랫폼, 승강장",,keep-kana,ambiguous or no common kanji form,,プラットホームまで兄を出迎える.
w_6aeb9c1f5df61e28,N2,ウェイトレス,ウェイトレス,웨이트리스,,keep-kana,ambiguous or no common kanji form,,そのウェイトレスは笑顔で注文を取った。
w_2f8ceee1f5935e9b,N2,ファスナー,ファスナー,"지퍼, 파스너",,keep-kana,ambiguous or no common kanji form,,ファスナーがうまくかみ合わない
w_f9324df0df5b99e7,N2,どっと,どっと,갑자기,,keep-kana,ambiguous or no common kanji form,,どっと疲れが出る
w_781b744ff9b2998d,N2,ビルディング,ビルディング,건물,,keep-kana,ambiguous or no common kanji form,,ロ：海外でビルディングを建設する仕事をしています。
w_8e80ce9d946a7bf5,N2,めっきり,めっきり,"눈에 띄게, 부쩍",,keep-kana,ambiguous or no common kanji form,,老来めっきり物ぐさになった
w_249123639c3e4839,N2,にこにこ,にこにこ,"싱글벙글, 방긋방긋",,keep-kana,ambiguous or no common kanji form,,嬉しいことでもあるのかにこにこしている.
w_76888fa930968791,N2,ぶつぶつ,ぶつぶつ,"투덜투덜, 중얼중얼",,keep-kana,ambiguous or no common kanji form,,イ：何をぶつぶつ言うんだ？
w_d3d86f4ea708b113,N2,ぎっしり,ぎっしり,"단단히, 완전히",,keep-kana,ambiguous or no common kanji form,,この餃子は豆腐や肉、ニラなどで具がぎっしり詰まっていて、歯ごたえが良い。
w_6e944754268c9b91,N2,ずらす,ずらす,"(위치·시간을) 옮기다, 늦추다",,keep-kana,ambiguous or no common kanji form,,約束の時間をずらす
w_0beeafd0189a47d8,N2,エチケット,エチケット,예절,,keep-kana,ambiguous or no common kanji form,,礼儀作法は単に形式化されたエチケットではなく、心のこもった行動でなければならない。
w_f01cca1be0d4385f,N2,スチュワーデス,スチュワーデス,"스튜어디스, 승무원",,keep-kana,ambiguous or no common kanji form,,子供のとき空港に行くとユニホームを着て歩き回るスチュワーデスが本当に素敵に見えた。
w_b40f9c063be59826,N2,レインコート,レインコート,"레인코트, 비옷",,keep-kana,ambiguous or no common kanji form,,私は雨の日には子供にレインコートを着せる。
w_11d04976f3550bcb,N2,ペンチ,ペンチ,펜치,,keep-kana,ambiguous or no common kanji form,,針金[ワイヤー]をペンチで切る.
w_efea8d64c87236ab,N2,ラッシュアワー,ラッシュアワー,"러시아워, 혼잡 시간대",,keep-kana,ambiguous or no common kanji form,,イ：かなり遅れましたよね。ラッシュアワーで渋滞していて立ち往生していました。
w_99375e60fdeb18f4,N2,オートメーション,オートメーション,자동화,,keep-kana,ambiguous or no common kanji form,,長引く景気低迷が，自治体としては最高水準の東京都のオフィス・オートメーション化計画を直撃している
w_e13f09519cb49365,N2,インキ,インキ,잉크,,keep-kana,ambiguous or no common kanji form,,スポイトでインキを入れる.
w_de63da100ac1f50b,N2,つまずく,つまずく,발이 걸려 넘어지다,躓く,jmdict-unambiguous,common JMdict form,w_590d55e05e5f7b6c,段(になっている所)につまずく.
w_2bac7e5120c4dcfa,N2,のろのろ,のろのろ,천천히,,keep-kana,ambiguous or no common kanji form,,凍りついた路面を車がはうようにのろのろと進んでいる.
w_cc2b86ac2830c1b9,N2,うなずく,うなずく,끄덕이다,頷く,example-exact,unique JMdict form occurs in curated example,,うんうんと頷く
w_740c00b0639ea524,N2,しゃっくり,しゃっくり,딸꾹질,,needs-review,ambiguous or no common kanji form,,吃逆が止まらない
w_feade8e1757f1108,N2,ぴかぴか,ぴかぴか,반짝이다,,keep-kana,ambiguous or no common kanji form,,靴がぴかぴかする。
w_f1a8679b2fc50a6c,N2,しゃがむ,しゃがむ,쪼그리고 앉다,,keep-kana,ambiguous or no common kanji form,,部屋のまんなかにひざを抱えてしゃがむ.
w_ac9469bbfc665be5,N2,ひとりでに,ひとりでに,"저절로, 자동으로",独りでに,example-exact,unique JMdict form occurs in curated example,,ドアが独りでに開いた
w_463b73e9be94bc29,N2,しぼむ,しぼむ,"시들다, 쪼그라들다",萎む,jmdict-unambiguous,common JMdict form,,花がしおれる[しぼむ]
w_d3d2b10204204a0d,N2,ずらり,ずらり,죽 늘어선 모양,,keep-kana,ambiguous or no common kanji form,,イ: 遊園地の入口にずらりと並んでいるあの車をちょっと見て。
w_74ae6b79324143f2,N2,そそっかしい,そそっかしい,부주의한,,keep-kana,ambiguous or no common kanji form,,あの人はそそっかしい性格だ
w_308680a8ffac242b,N2,ぴたり,ぴたり,"딱, 꼭 맞게",,keep-kana,ambiguous or no common kanji form,,残り94ydで50度のウェッジを振り抜くと、ピン右1mにぴたりになる。
w_b1c2aa5444f0f1c7,N2,くるむ,くるむ,"싸다, 감싸다",,needs-review,ambiguous or no common kanji form,,体をバスタオルで包む
w_d0c435d3cd403082,N2,まごまご,まごまご,"우물쭈물, 당황함",,keep-kana,ambiguous or no common kanji form,,慌てた子供は、まごまごしながら言い訳を並べた。
w_53cc9946cf9a22e6,N2,ごめんください,ごめんください,"실례합니다, 계십니까",,needs-review,ambiguous or no common kanji form,,ごめんください((訪問の時))
w_927fd41084037694,N2,はきはき,はきはき,명확히,,keep-kana,ambiguous or no common kanji form,,所帯やつれがして昔のはきはきした面影は少しもない.
w_81d9a253570bac6e,N2,ばからしい,ばからしい,"어리석다, 터무니없다",馬鹿らしい,example-exact,unique JMdict form occurs in curated example,,馬鹿らしい目にあう
w_4c88110f6a425af8,N2,あぶる,あぶる,"태우다, 그슬리다, 굽다, 볶다",,needs-review,ambiguous or no common kanji form,,アジの干物を軽く炙る
w_c04ce01d6f5db784,N2,ダイヤグラム,ダイヤグラム,"도표, 다이어그램",,keep-kana,ambiguous or no common kanji form,,設計のダイヤグラムを見ながら説明した。
w_7826d7569e12800d,N2,こしらえる,こしらえる,"만들다, 제조하다",拵える,example-exact,unique JMdict form occurs in curated example,,自分で洋服を拵える
w_6be80965290001db,N2,おおざっぱ,おおざっぱ,"대략적인, 엉성한",大雑把,example-exact,unique JMdict form occurs in curated example,,大雑把な見積り
w_791d10aec524f918,N1,これまでの,これまでの,지금까지의,,keep-kana,ambiguous or no common kanji form,,キム博士は、これまでの学説を覆す主張を打ち出した。
w_27a3e7cf4b5f70f5,N1,だったら,だったら,"그렇다면, ~라면",,keep-kana,ambiguous or no common kanji form,,ロ：だったら、ジャケットの肩の部分にパッドを敷いてみてください。
w_3fdb6246f1e9c47f,N1,ただ,ただ,"공짜, 무료",只,manual-homophone,meaning-sensitive JMdict choice,,只より高いものはない
w_b82d7d0d2eeafbd8,N1,ありきたり,ありきたり,"흔함, 평범함",,needs-review,ambiguous or no common kanji form,,サークルの会長が演説をする時のレパートリーはありきたりすぎて、みんなあくびをしながら座っていた。
w_549f9aad5033ae65,N1,ありきたりの,ありきたりの,흔한,,keep-kana,ambiguous or no common kanji form,,ありきたりの考え[デザイン]
w_191333b61c6cba84,N1,すぐには,すぐには,"바로는, 당장에는",,keep-kana,ambiguous or no common kanji form,,すぐにはご返事できません
w_8fceccfb0b0413c3,N1,なんなり,なんなり,무엇이든,何なり,jmdict-unambiguous,unambiguous JMdict form,,ロ：もちろんです。なんなりと仰せつけください。
w_1ffdc03d4cddffda,N1,いやみ,いやみ,불쾌한 언행,嫌み,manual-homophone,meaning-sensitive JMdict choice,w_0ac774f928c1e0ad,嫌みを言ったらすねて帰ってしまった.
w_ece3fbaf654b9a73,N1,なにより,なにより,무엇보다,何より,jmdict-unambiguous,common JMdict form,,なによりも廉恥を重んじる.
w_af9376e11faa99a9,N1,システム,システム,"제도, 시스템",,keep-kana,ambiguous or no common kanji form,,3.9G通信システムを導入する
w_62ca309fa490e070,N1,おいて,おいて,"~에 있어서, ~에서",,needs-review,ambiguous or no common kanji form,,人物に於いて彼に劣る
w_1739219b9edbbe14,N1,まとめ,まとめ,"정리, 종합",,needs-review,ambiguous or no common kanji form,,学習の纏めをする
w_4e62d76c327ed8cd,N1,ファン,ファン,"팬, 선풍기",,needs-review,ambiguous or no common kanji form,,ファンの声援に力を得る.
w_a5967031d1f5a72a,N1,ポイント,ポイント,"포인트, 점",,keep-kana,ambiguous or no common kanji form,,あと3ポイントで21点に届くので、ゲームセットまであとわずかだ。
w_b52e594ce0eb0d25,N1,とりあえず,とりあえず,"일단, 우선",,needs-review,ambiguous or no common kanji form,,彼は取るものもとりあえず駆けつけた.
w_9ff2a3a749bee4f6,N1,コメント,コメント,"논평, 댓글, 코멘트",,keep-kana,ambiguous or no common kanji form,,撮り下ろしコメント映像が公開される
w_ef7c2b36a078abcb,N1,とって,とって,손잡이,取っ手,jmdict-unambiguous,common JMdict form,,ドアのとってがすっぽ抜ける.
w_8cd59a37580c63ca,N1,セックス,セックス,"성별, 성",,keep-kana,ambiguous or no common kanji form,,セックス[性]に目覚める年ごろ
w_d3853ae5a233cdbf,N1,いくつか,いくつか,"몇 개쯤, 조금",幾つか,example-exact,unique JMdict form occurs in curated example,,解明された点は幾つかありますが，その一つはクロモソム・トランスロケーションです
w_bf03a7c1b0d7b64c,N1,やはり,やはり,역시,,needs-review,ambiguous or no common kanji form,,おでんはやはり冬の料理として人気があります。
w_bad0e19337295845,N1,メディア,メディア,미디어,,keep-kana,ambiguous or no common kanji form,,メディアで度々紹介されている
w_f6a3abe945961983,N1,メーカー,メーカー,"제조사, 메이커",,keep-kana,ambiguous or no common kanji form,,椅子から立ち上がって，部屋の隅のコーヒー・メーカーへと向かった
w_641852edd60b94a9,N1,ゆっくりする,ゆっくりする,"편하게 쉬다, 느긋이 시간을 보내다",,keep-kana,ambiguous or no common kanji form,,ロ：あなたは運転をすごくゆっくりするじゃない。
w_e596b084e6eb9cf6,N1,タイム,タイム,"시간, 때",,keep-kana,ambiguous or no common kanji form,,ゴールするまでのタイムと、ゲートを通過する際のペナルティタイムにより、勝敗が決まります。
w_091ad7cf6f4a2599,N1,ファイル,ファイル,"파일, 서류철",,keep-kana,ambiguous or no common kanji form,,MPEGファイルをMP4ファイルに変換する
w_13145fffde75ad12,N1,ベース,ベース,베이스; 기지,,keep-kana,ambiguous or no common kanji form,,ベースを上げる.
w_44789e3583d7ac80,N1,マーク,マーク,"마크, 표시",,needs-review,ambiguous or no common kanji form,,3人掛かりでマークする.
w_dcd1405aac0b7b9f,N1,しばらくは,しばらくは,"당분간은, 한동안은",,keep-kana,ambiguous or no common kanji form,,ロ：しばらくは育児にだけに専念したいからです。
w_2466f73e99a3755f,N1,バー,バー,바; 막대,,keep-kana,ambiguous or no common kanji form,,バーに手をかけ，静止した。…敗北への恐れでなく，記録の深い淵をのぞき込む目だ。
w_ed8aae9d747d05eb,N1,ベスト,ベスト,"최고, 가장 좋은",,keep-kana,ambiguous or no common kanji form,,この中で、ベストのスタートが出来たのは5、6艇です。
w_7aece5e49766fd9c,N1,タイミング,タイミング,타이밍,,keep-kana,ambiguous or no common kanji form,,Ａへのスルー・パスは，ブラジルコンビならではの絶妙なタイミングだ
w_33e620d8eaf9dd33,N1,はっきり,はっきり,"확실히, 분명히",,keep-kana,ambiguous or no common kanji form,,全てをはっきりさせる
w_ae211a48bc00a86c,N1,はっきりしている,はっきりしている,분명하다,,keep-kana,ambiguous or no common kanji form,,行く先がはっきりしている.
w_11f44b191e516e20,N1,リスク,リスク,"리스크, 위험",,needs-review,ambiguous or no common kanji form,,‘長生きリスクへの対応'というテーマで講演する
w_d83dcb838b42ae21,N1,ショー,ショー,보여주다,,keep-kana,ambiguous or no common kanji form,,ストリップショーを見せる。
w_e251d23193cec09f,N1,オンライン,オンライン,온라인,,keep-kana,ambiguous or no common kanji form,,銀行オンラインヘハッカーが侵入した.
w_e3fe85feaff71b45,N1,スト,スト,"파업, 스트라이크(약어)",,keep-kana,ambiguous or no common kanji form,,ストを打つ
w_eb411740fdd65b19,N1,カット,カット,"컷, 자름",,keep-kana,ambiguous or no common kanji form,,ワンカットを撮る.
w_9a83a2519b4832ae,N1,ゲスト,ゲスト,손님,,keep-kana,ambiguous or no common kanji form,,小説を書き，最近ではFMラジオのゲスト・パーソナリティーも務める
w_cd2a25ed4e7bfa66,N1,ジャンル,ジャンル,장르,,keep-kana,ambiguous or no common kanji form,,ジャンル別に分ける.
w_b7cb25ad92217c67,N1,チャンネル,チャンネル,"경로, 채널",,keep-kana,ambiguous or no common kanji form,,テレビのチャンネルを切り替える
w_02a2c34d787b06bb,N1,ニュー,ニュー,새로운,,needs-review,ambiguous or no common kanji form,,これが今、世に喧しいニューファッションだ
w_e67e1fd79bfb98ca,N1,コーナー,コーナー,"모서리, 구석",,keep-kana,ambiguous or no common kanji form,,コーナーの滑りがずいぶんよくなった。無駄なく回れるようになった
w_a17a21df32791603,N1,スペース,スペース,공간,,keep-kana,ambiguous or no common kanji form,,私たちにはみな，自分のまわりに他人に立ち入られたくない一定の空間がある。ポータブル・テリトリーとか「パーソナル・スペース」と呼ばれるものだ。
w_478ca372d6f55c92,N1,ダメージ,ダメージ,"대미지, 타격",,keep-kana,ambiguous or no common kanji form,,かなり最初のダメージを引きずっているようだ。
w_382569a75d62f02d,N1,トラブル,トラブル,"문제, 곤란(때때로 사용된 로서 동사)",,keep-kana,ambiguous or no common kanji form,,エンジンにトラブルが発生する
w_a018889fd8c6dab3,N1,もはや,もはや,"이미, 벌써",最早,jmdict-unambiguous,common JMdict form,,犯人はもはや釜山に飛んだ.
w_64fd84869465d0ba,N1,ホール,ホール,"홀, 회관, 구멍",,keep-kana,ambiguous or no common kanji form,,世界の著名な楽団はほとんど自分たちの専用ホール持ち，その独特の響きはホールによって作りあげられる
w_41a63dea2a52d5d7,N1,コントロール,コントロール,"통제, 제어",,keep-kana,ambiguous or no common kanji form,,コントロールが甘くて乱打される.
w_85b0bbcf6d4c7ee7,N1,ジャンプ,ジャンプ,점프,,keep-kana,ambiguous or no common kanji form,,彼女はイメトレを繰り返すことで、本番のオリンピックの舞台で４回転ジャンプを決めることができたと言った
w_fe2bdc9c16d513c4,N1,ソロ,ソロ,솔로,,keep-kana,ambiguous or no common kanji form,,この歌は女子ソロで始まり、コーラスで仕上がる。
w_32043d25e28fb561,N1,わずかに,わずかに,아주 조금,,needs-review,ambiguous or no common kanji form,,僅かに右へ寄る
w_b70cb17c6e366d2a,N1,キャリア,キャリア,"커리어, 경력",,keep-kana,ambiguous or no common kanji form,,キャリアカウンセラーとマンツーマンで相談する
w_87dc0f0b335d2713,N1,セール,セール,"판매, 세일",,keep-kana,ambiguous or no common kanji form,,ロ：いいえ、お客様。その値段は定価であり、そこで20％セールをした価格で販売しています。
w_99eaed30cb8182a3,N1,ソース,ソース,소스; 출처,,keep-kana,ambiguous or no common kanji form,,ソースが甘いです。
w_aeba66e9dfd61083,N1,センス,センス,센스,,keep-kana,ambiguous or no common kanji form,,センスの良いジョークグッズをプレゼントすれば喜ばれること間違いなしだ
w_9712e4bb3dda5e5c,N1,ドライバー,ドライバー,운전기사; 드라이버(공구),,keep-kana,ambiguous or no common kanji form,,ドライバーが自分で点検し，車検を受けるユーザー車検が増えている
w_3f7aaf7a2881e48a,N1,リード,リード,"리드, 선도",,keep-kana,ambiguous or no common kanji form,,ピッチャー交代の機を逸して、大量リードを許してしまった
w_e301a7cfc1c25eed,N1,パート,パート,파트타임; 파트,,keep-kana,ambiguous or no common kanji form,,パートにでる
w_a0a1f7684e595f61,N1,スタジオ,スタジオ,스튜디오,,keep-kana,ambiguous or no common kanji form,,スタジオの光る照明のおかげで写真がきれいに撮れた。
w_8ab0cb6313ded950,N1,ブーム,ブーム,붐,,keep-kana,ambiguous or no common kanji form,,グルメ・ブームが台所にも浸透した
w_1e1d72edb4f1b9f1,N1,シート,シート,시트; 좌석,,keep-kana,ambiguous or no common kanji form,,シートが動き、風が吹き付ける4D映画を体験する
w_9ab22525169e4b3d,N1,なんとなく,なんとなく,"왠지 모르게, 어쩐지",何となく,example-exact,unique JMdict form occurs in curated example,,何となく気に食わない
w_9e69d4aff30c5d9e,N1,どうにか,どうにか,어떻게든,,keep-kana,ambiguous or no common kanji form,,おかげ様でどうにかやっています
w_71ae1cd1bef418a4,N1,ロスする,ロスする,헛되이 쓰다,,keep-kana,ambiguous or no common kanji form,,待ち時間を減らし、貴重な時間をロスするのを防ぐ。
w_0b99d6f77afb720d,N1,シンプルだ,シンプルだ,심플하다,,keep-kana,ambiguous or no common kanji form,,彼の一見したところ「大したことのない」パーオン率の数値は、シンプルだが特徴ある事実で説明がつく。
w_4cb8320fa4be3214,N1,どうやら,どうやら,"아무래도, 어쩐지",,keep-kana,ambiguous or no common kanji form,,どうやら卒業できそうだ
w_2937defb90e09c33,N1,タレント,タレント,"탤런트, 연예인",,keep-kana,ambiguous or no common kanji form,,アメリカズゴットタレントで優勝する
w_70c06b47b3d53364,N1,シナリオ,シナリオ,시나리오,,keep-kana,ambiguous or no common kanji form,,いいシナリオを持ってさえいれば，だれでもステージに立つことが許される
w_be8f9e3b572d5ccc,N1,フォローする,フォローする,"보조하다, 지원하다",,keep-kana,ambiguous or no common kanji form,,新入社員の業務をフォローする
w_07d3bb8da0c5e1ca,N1,タワー,タワー,타워,,keep-kana,ambiguous or no common kanji form,,(南山の)ソウルタワーに上ったらソウルが一望できました.
w_e7ed78ebf1aa1734,N1,こっそり,こっそり,"살짝, 몰래",,keep-kana,ambiguous or no common kanji form,,うつむいた子供が閉じた目を上向きにあけて周囲をこっそり見渡した。
w_e87b81cd80809eea,N1,でかい,でかい,거대한,,keep-kana,ambiguous or no common kanji form,,でかい家に住んでいる
w_6617f202ca2572bc,N1,フロント,フロント,프런트; 정면,,keep-kana,ambiguous or no common kanji form,,お客さんがフロントでチェックインを終えてルームに上がっていった。
w_1e03a40ecdb791f9,N1,スポット,スポット,"스폿, 장소",,keep-kana,ambiguous or no common kanji form,,ホットスポットサービスエリアを大幅に拡大する
w_52bbb54154624fa0,N1,つながり,つながり,"(1) 연계, 관계 (2) 연결",繋がり,example-exact,unique JMdict form occurs in curated example,w_dbd3956009c2603f,繋がりが断ち切れる
w_2d9827cc0a03a024,N1,ペア,ペア,"쌍, 페어",,keep-kana,ambiguous or no common kanji form,,メダルの期待がかかる韓国A・Bペアだ。
w_8fad3869170794a3,N1,ポジション,ポジション,"위치, 직위",,keep-kana,ambiguous or no common kanji form,,ホームポジションとは攻守において自分の基準となる位置だ。
w_cbb543268703906e,N1,ポーズ,ポーズ,포즈; 일시정지,,needs-review,ambiguous or no common kanji form,,バランス維持が難しいポーズでの静止もポイント加算の対象だ。
w_36103f319bbb1adc,N1,おまけ,おまけ,"덤, 부록",,needs-review,ambiguous or no common kanji form,,今日は寒いし、おまけに雨まで降っている
w_edb196369622bda4,N1,クイズ,クイズ,퀴즈,,keep-kana,ambiguous or no common kanji form,,クイズの答えを当てる.
w_73260f3a8baed863,N1,ガイド,ガイド,가이드,,keep-kana,ambiguous or no common kanji form,,ガイドさんの話を聞いてください。
w_20068d00657e38be,N1,ジャズ,ジャズ,재즈,,keep-kana,ambiguous or no common kanji form,,なんだか例えようもなく美しい歌がスターダストというジャズのスタンダード・ナンバーだと知り，僕はジャズが好きになった
w_06c9da1f5d3ef9b3,N1,くまなく,くまなく,"구석구석까지, 샅샅이",隈なく,example-exact,unique JMdict form occurs in curated example,,月光が隈なく照り渡っていた
w_ffe60e200721352c,N1,ストレートに,ストレートに,직설적으로,,keep-kana,ambiguous or no common kanji form,,イ：ジスはたまにストレートに言うから気分を害することがあるよ。
w_331f176fbc68df97,N1,ブル,ブル,황소,,keep-kana,ambiguous or no common kanji form,,インスタグラマブルなスポットを旅する
w_0b5031de22246a1d,N1,モニター,モニター,모니터(컴퓨터),,keep-kana,ambiguous or no common kanji form,,ジスは、コンピューターを平面モニターに変えたら、画面の歪みが少なくて気に入った。
w_8b0655d592da5722,N1,もたらす,もたらす,"가져오다, 초래하다",,needs-review,ambiguous or no common kanji form,,硬化をもたらす。
w_416fe10aba191688,N1,パチンコ,パチンコ,파칭코,,keep-kana,ambiguous or no common kanji form,,（パチンコ）台に使われているプラスチック盤を細かく砕き，ハンガーやバケツに再生することができる
w_862d6a9a85c61cfc,N1,さっぱりする,さっぱりする,"상쾌해지다, 산뜻해지다",,keep-kana,ambiguous or no common kanji form,,ピーナッツを皮ごと食べると香ばしく、後味もさっぱりする。
w_45d8c37e069c510c,N1,エンジニア,エンジニア,기술자,,keep-kana,ambiguous or no common kanji form,,うちの会社では、今回ソフトウェア・エンジニア300名を雇うことにした。
w_dba8fad4ae9dcab9,N1,できるだけ,できるだけ,가능한 한,出来るだけ,jmdict-unambiguous,common JMdict form,,不敏ながらできるだけやってみます.
w_d03f95e5561a135e,N1,ミュージック,ミュージック,음악,,keep-kana,ambiguous or no common kanji form,,フォンテラがリズム隊をバックに，オルガンを弾きながらブラック・ミュージックの心を説いた
w_c44d9c0b597af16a,N1,わざと,わざと,일부러,,needs-review,ambiguous or no common kanji form,,わざと冷たく当たる.
w_61a461e00a21af9a,N1,センサー,センサー,센서,,keep-kana,ambiguous or no common kanji form,,車速センサーが壊れる
w_615555ad4277846e,N1,グレー,グレー,회색,,keep-kana,ambiguous or no common kanji form,,白色だった車は，メタリック・グレーに塗装し直されていた
w_9c95b12510a0d9c0,N1,スケール,スケール,스케일,,keep-kana,ambiguous or no common kanji form,,「スパイダー・ウェブ」のようなアタックの強いナンバーでの盛り上がり方は，シンガーとしてのスケールをおおいに見せつける
w_7724a0e73ddb55d4,N1,キャッチ,キャッチ,"캐치, 잡음",,keep-kana,ambiguous or no common kanji form,,情報[ボール]をキャッチする.
w_892425c32fc89827,N1,じっくり,じっくり,"차분히, 곰곰이",,keep-kana,ambiguous or no common kanji form,,じっくり(と)考える
w_02fc9927cbd61342,N1,じっくりと,じっくりと,"정성껏, 곰곰이",,keep-kana,ambiguous or no common kanji form,,友達の言ったことの前後をじっくりと考えてみたら、その内容がまったく合っていなかった。
w_fb24f7ebac8ea800,N1,バッジ,バッジ,배지,,keep-kana,ambiguous or no common kanji form,,様様なデザイン，はなやかな色のピンバッジが，店内のカウンターやラックいっぱいに並んでいる
w_e7ff19cf3beb91b0,N1,バックアップ,バックアップ,"백업, 지원",,keep-kana,ambiguous or no common kanji form,,万が一の災害に備えて、リモートサイトへのバックアップやレプリケーションの仕組みを構築する
w_dc857ce9d12b9435,N1,レンジ,レンジ,레인지,,keep-kana,ambiguous or no common kanji form,,農家といっても昔とは違う。台所にはピカピカのガス・レンジもある
w_70b4e5c2f2319ca3,N1,あきらめずに,あきらめずに,포기하지 않고,諦めずに,manual-context,meaning and inflection reviewed,,やせた土地だったが、人々はあきらめずに開墾した。
w_bc8a214354f72d67,N1,ポンプ,ポンプ,펌프,,needs-review,ambiguous or no common kanji form,,ポンプで池から田へ水をくみ上げる.
w_bdf796f38164734f,N1,ランプ,ランプ,"램프, 등",,needs-review,ambiguous or no common kanji form,,ランプにほやをかける.
w_8bfb0e290d3d8ef0,N1,まみれ,まみれ,"~투성이, ~범벅",,needs-review,ambiguous or no common kanji form,,傷だらけの男はどこから走ってきたのか、血と汗にまみれていた。
w_6a188b6ea4873c0b,N1,フォーム,フォーム,"거품, 형태",,keep-kana,ambiguous or no common kanji form,,コーヒーショップの店員は泡立て器で作ったミルクフォームをコーヒーの上にのせた。
w_b0e1785de19c076b,N1,ボルト,ボルト,볼트,,keep-kana,ambiguous or no common kanji form,,この電線には二百ボルトの電流が流れている.
w_3fe0ede3ad73468b,N1,ロープ,ロープ,"로프, 밧줄",,keep-kana,ambiguous or no common kanji form,,船のロープがずるずるとほどけていった.
