priority,risk_score,literal,meanings_ko,meanings_en,signals,linked_word_count,linked_examples,qa_status,qa_note
P3,0,華,"[""화려함"", ""꽃""]","[""splendor"", ""flower"", ""petal"", ""shine"", ""luster"", ""ostentatious"", ""showy"", ""gay"", ""gorgeous""]",,3,N1:華やかな=화려한 | N1:華々しい=화려하다 | N3:豪華=호화로움,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,蒸,"[""찌다"", ""무덥다""]","[""steam"", ""heat"", ""sultry"", ""foment"", ""get musty""]",,4,"N1:蒸発=증발 | N1:蒸留=증류 | N2:水蒸気=물 증기, 증기 | N2:蒸気=증기",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,蓋,"[""뚜껑"", ""덮개""]","[""cover"", ""lid"", ""flap""]",,1,"N2:蓋=뚜껑, 덮개",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,蔵,"[""곳간"", ""창고""]","[""storehouse"", ""hide"", ""own"", ""have"", ""possess""]",,5,"N1:埋蔵=매장 | N1:内蔵=내장(內藏), 내장형 | N1:蔵=곳간, 창고 | N2:貯蔵=저장, 비축 | N5:冷蔵庫=냉장고",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,蕾,"[""꽃봉오리""]","[""bud (plants, mushrooms not yet opened)""]",,1,N1:蕾=꽃봉오리,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,藁,"[""짚""]","[""straw""]",,1,N1:藁=짚,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,虫,"[""벌레""]","[""insect"", ""bug"", ""temper""]",,2,"N1:昆虫=곤충, 벌레, 오류 | N4:虫=벌레",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,虹,"[""무지개""]","[""rainbow""]",,1,N2:虹=무지개,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,蚊,"[""모기""]","[""mosquito""]",,1,N2:蚊=모기,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,蝶,"[""나비""]","[""butterfly""]",,1,N1:蝶=나비,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,融,"[""녹다"", ""융합""]","[""dissolve"", ""melt""]",,4,N1:融資=융자 | N1:融通=융통 | N1:融合=융합 | N3:金融=금융,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,血,"[""피"", ""혈액""]","[""blood""]",,8,N1:出血=출혈 | N1:混血=혼혈 | N2:血圧=혈압 | N2:輸血=수혈 | N3:血液=혈액,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,衆,"[""무리"", ""대중""]","[""masses"", ""great numbers"", ""multitude"", ""populace""]",,4,N1:衆議院=중의원 | N1:群衆=군중 | N1:大衆=대중 | N2:公衆=공공의,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,街,"[""번화가"", ""거리""]","[""boulevard"", ""street"", ""town""]",,4,"N1:街頭=가두, 길거리 | N1:街道=가도, 큰길 | N2:街角=거리 모서리, 구석 | N3:街=번화가, 거리",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,衛,"[""지키다"", ""방위""]","[""defense"", ""protection""]",,4,N1:防衛=방위 | N1:護衛=호위 | N2:自衛=자기 방어 | N3:衛星=위성,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,衝,"[""찌르다"", ""충돌""]","[""collide"", ""brunt"", ""highway"", ""opposition (astronomy)"", ""thrust"", ""pierce"", ""stab"", ""prick""]",,2,N1:衝撃=충격 | N3:衝突=충돌,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,衣,"[""옷"", ""의복""]","[""garment"", ""clothes"", ""dressing""]",,5,"N1:衣類=옷 | N1:衣装=의상 | N2:衣食住=음식, 옷 피난처 | N2:浴衣=유카타, 여름 기모노 | N3:衣料=의류",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,表,"[""표면"", ""앞"", ""밖""]","[""surface"", ""table"", ""chart"", ""diagram""]",,14,"N1:時刻表=시간표, 일정(기차, 전철) | N1:表明=표명 | N2:図表=도표, 그래프 | N2:表紙=표지 | N2:公表=공표, 공식 발표",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,袋,"[""주머니"", ""봉지""]","[""sack"", ""bag"", ""pouch""]",,3,"N2:足袋=다비(일본식 버선) | N3:袋=주머니,봉지 | N4:手袋=장갑",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,袖,"[""소매""]","[""sleeve"", ""wing (building)"", ""extension"", ""give cold shoulder""]",,1,N3:袖=소매,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,裁,"[""재단하다"", ""판단하다""]","[""tailor"", ""judge"", ""decision"", ""cut out (pattern)""]",,6,"N1:仲裁=중재 | N1:制裁=제재 | N1:体裁=체재, 겉모양, 체면 | N1:独裁=독재 | N2:裁縫=재봉, 바느질",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,裏,"[""뒷면"", ""뒤""]","[""back"", ""amidst"", ""in"", ""reverse"", ""inside"", ""palm"", ""sole"", ""rear"", ""lining"", ""wrong side""]",,8,"N1:裏腹=정반대,모순 | N1:裏付け=뒷받침,증거 | N1:裏返し=뒤집음, 반대 | N2:裏切る=배반하다 | N2:裏返す=뒤집다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,製,"[""만들다"", ""제조""]","[""made in..."", ""manufacture""]",,6,"N1:製法=제법, 만드는 법 | N2:製造=제조 | N2:作製=제조, 생산 | N2:製作=제작 | N3:製品=제품, 완제품",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,裾,"[""옷자락"", ""밑단""]","[""cuff"", ""hem"", ""foot of mountain""]",,1,"N1:裾=옷자락, 밑단",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,複,"[""겹치다"", ""복합""]","[""duplicate"", ""double"", ""compound"", ""multiple""]",,7,"N1:重複=중복 | N1:重複=중복 | N1:複合=복합 | N2:複写=복사, 복제 | N3:複数=복수",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,襖,"[""맹장지"", ""후스마""]","[""opaque sliding door""]",,1,"N2:襖=맹장지, 후스마",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,襟,"[""옷깃"", ""칼라""]","[""collar"", ""neck"", ""lapel"", ""one's inner feelings""]",,1,"N1:襟=옷깃, 칼라",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,規,"[""규칙"", ""기준""]","[""standard"", ""measure""]",,10,"N1:規制=규제 | N1:規約=규약, 규정 | N1:規定=규정 | N1:規模=규모 | N1:規範=규범",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,視,"[""보다"", ""주시""]","[""inspection"", ""regard as"", ""see"", ""look at""]",,6,N1:視察=시찰 | N1:凝視する=응시하다 | N1:視野=시야 | N1:監視=감시 | N3:重視=중시,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,観,"[""보다"", ""관점"", ""모습""]","[""outlook"", ""look"", ""appearance"", ""condition"", ""view""]",,12,"N1:主観=주관 | N1:楽観=낙관 | N1:外観=외관, 모습 | N1:観点=관점 | N1:客観=객관",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,訂,"[""고치다"", ""정정""]","[""revise"", ""correct"", ""decide""]",,3,"N1:改訂=개정, 수정 | N1:訂正=정정, 바로잡음 | N1:改訂版=개정판",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,計,"[""합계"", ""계획""]","[""plot"", ""plan"", ""scheme"", ""measure""]",,14,"N1:計画する=계획하다 | N1:家計=가계 | N1:集計=집계 | N1:生計=생활, 생계 | N2:統計=통계",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,訓,"[""훈독""]","[""instruction"", ""Japanese character reading"", ""explanation"", ""read""]",,2,N1:教訓=교훈 | N3:訓練=훈련,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,記,"[""메모"", ""주석"", ""쓰다 아래로""]","[""scribe"", ""account"", ""narrative""]",,14,"N1:記述=기술, 서술 | N1:記載=기재 | N2:筆記=필기 | N2:伝記=전기(傳記), 일대기 | N2:記号=기호, 부호",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,訳,"[""이유""]","[""translate"", ""reason"", ""circumstance"", ""case""]",,8,"N1:言い訳する=변명하다 | N1:内訳=내역 | N1:言い訳=변명, 해명 | N2:申し訳ない=죄송하다 | N3:訳=이유",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,診,"[""진찰하다"", ""진료하다""]","[""checkup"", ""seeing"", ""diagnose"", ""examine""]",,4,N1:打診=타진 | N1:往診=왕진 | N1:診療=진료 | N2:診断=진단,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,評,"[""평가"", ""비평""]","[""evaluate"", ""criticism"", ""comment""]",,5,N1:書評=서평 | N2:評論=평론 | N2:好評=호평 | N2:評価=평가 | N3:評判=평판,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,詞,"[""말"", ""품사""]","[""part of speech"", ""words"", ""poetry""]",,7,N1:他動詞=타동사 | N1:数詞=수사(數詞) | N2:台詞=대사 | N2:形容動詞=형용동사 | N2:副詞=부사,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,該,"[""해당"", ""그""]","[""above-stated"", ""the said"", ""that specific""]",,2,N1:該当=해당 | N1:該当する=해당하다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,誌,"[""기록"", ""잡지""]","[""document"", ""records""]",,2,N3:週刊誌=주간지 | N3:雑誌=잡지,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,誠,"[""진실"", ""성실""]","[""sincerity"", ""admonish"", ""warn"", ""prohibit"", ""truth"", ""fidelity""]",,3,"N1:誠=진실, 성실 | N1:誠実=성실 | N1:誠に=참으로, 정말로(매우 공손), 절대적으로, 확실히",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,誤,"[""오류""]","[""mistake"", ""err"", ""do wrong"", ""mislead""]",,3,N1:錯誤=착오 | N1:誤差=오차 | N3:誤解=오해,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,説,"[""이론""]","[""opinion"", ""theory"", ""explanation"", ""rumor""]",,9,"N1:概説=개설, 개요 | N1:伝説=전설 | N1:説得=설득 | N1:説く=설명하다,설득하다 | N2:解説=설명",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,課,"[""과"", ""부서""]","[""chapter"", ""lesson"", ""section"", ""department"", ""division"", ""counter for chapters (of a book)""]",,6,"N2:日課=일과 | N2:課税=과세 | N2:課程=과정, 코스, 교육과정 | N3:課=과, 부서 | N3:課題=과제",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,談,"[""이야기하다"", ""상담""]","[""discuss"", ""talk""]",,7,N1:会談=회담 | N1:縁談=혼담 | N1:対談=대담 | N1:雑談=잡담 | N1:座談会=좌담회,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,請,"[""청하다"", ""요청하다""]","[""solicit"", ""invite"", ""ask""]",,4,"N1:要請=요청 | N1:請け負う=청부 맡다 | N3:申請=신청 | N4:請求=청구, 요구",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,識,"[""알다"", ""식별""]","[""discriminating"", ""know"", ""write""]",,6,"N1:面識=면식,안면 | N1:認識=인식 | N2:標識=표지, 표식 | N3:知識=지식 | N3:意識=의식",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,警,"[""경계"", ""훈계하다""]","[""admonish"", ""commandment""]",,6,"N1:警部=경부 | N1:警戒=경계 | N2:警備=경비, 경호 | N3:警告=경고 | N4:警察=경찰, 경찰서",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,議,"[""의논"", ""토론""]","[""deliberation"", ""consultation"", ""debate"", ""consideration""]",,17,"N1:物議=물의 | N1:衆議院=중의원 | N1:審議=심의 | N1:異議=이의, 반대 | N1:参議院=참의원",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,護,"[""지키다"", ""보호하다""]","[""safeguard"", ""protect""]",,8,"N1:看護=간호 | N1:養護=양호, 보호 | N1:護衛=호위 | N1:弁護=변호 | N1:保護=보호",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,谷,"[""골짜기"", ""계곡""]","[""valley""]",,1,"N3:谷=골짜기, 계곡",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,豆,"[""콩""]","[""beans"", ""pea"", ""midget""]",,1,N3:豆=콩,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,豪,"[""호걸"", ""강하다""]","[""overpowering"", ""great"", ""powerful"", ""excelling"", ""Australia""]",,3,N1:富豪=부호 | N1:豪快に=호쾌하게 | N3:豪華=호화로움,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,貝,"[""조개""]","[""shellfish""]",,2,N1:貝殻=조개껍데기 | N2:貝=조개,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,財,"[""재물"", ""재산""]","[""property"", ""money"", ""wealth"", ""assets""]",,6,"N1:財源=재원 | N1:財=재물, 재산 | N1:文化財=문화재 | N1:財政=재정 | N3:財産=재산, 자산",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,貢,"[""바치다"", ""공헌하다""]","[""tribute"", ""support"", ""finance""]",,2,N1:貢献=공헌 | N2:貢献する=공헌하다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,貨,"[""화물"", ""재화""]","[""freight"", ""goods"", ""property""]",,6,N1:外貨=외화 | N1:貨幣=화폐 | N1:雑貨=잡화 | N2:貨物=화물 | N3:通貨=통화,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,賛,"[""찬성하다"", ""칭찬하다""]","[""approve"", ""praise"", ""title or inscription on picture"", ""assist"", ""agree with""]",,3,"N1:絶賛する=절찬하다, 극구 칭찬하다 | N1:賛美=찬미, 찬양 | N3:賛成=찬성",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,賞,"[""상""]","[""prize"", ""reward"", ""praise""]",,6,N1:入賞=입상 | N1:受賞=수상 | N1:懸賞=현상(상금 걸기) | N2:賞金=상금 | N2:鑑賞=감상(예술 등),auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,質,"[""질"", ""품질""]","[""substance"", ""quality"", ""matter"", ""temperament""]",,15,"N1:質素な=검소한,소탈한 | N1:タンパク質=단백질 | N1:品質=품질 | N1:素質=소질 | N1:人質=인질",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,購,"[""사다"", ""구독""]","[""subscription"", ""buy""]",,3,N1:購買=구매 | N1:購読=구독 | N2:購入=구입,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,趣,"[""정취"", ""멋"", ""취지""]","[""purport"", ""gist"", ""elegance"", ""interest"", ""proceed to"", ""tend"", ""become""]",,3,"N1:趣=정취, 멋; 취지 | N1:趣旨=취지 | N3:趣味=취미",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,足,"[""발"", ""다리""]","[""leg"", ""foot"", ""be sufficient"", ""counter for pairs of footwear""]",,16,"N1:発足=발족,출범 | N1:足手まとい=방해, 훼방, 걸림돌 | N1:裸足=맨발 | N1:補足=보충, 보완 | N1:足止め=발이 묶임",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,跡,"[""자국"", ""흔적""]","[""tracks"", ""mark"", ""print"", ""impression""]",,6,"N1:遺跡=유적 | N1:軌跡=궤적 | N1:追跡=추적 | N1:跡地=철거부지,철거후공터 | N2:足跡=발자국",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,躍,"[""뛰다"", ""약동""]","[""leap"", ""dance"", ""skip""]",,3,N1:躍進=약진 | N2:活躍=활약 | N2:飛躍的=비약적,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,身,"[""몸"", ""신체""]","[""somebody"", ""person"", ""one's station in life""]",,15,"N1:生身=산 몸, 생신(生身) | N1:受け身=수동적인, 수동적인 목소리 | N1:身の回り=신변, 소지품 | N1:身近=가까움; 친근함 | N2:心身=심신",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,車,"[""자동차""]","[""car""]",,16,"N2:車掌=차장 | N2:車庫=차고 | N2:機関車=기관차 | N2:停車=정차 | N2:車輪=바퀴(차, 자동차)",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,軌,"[""궤도"", ""본보기""]","[""rut"", ""wheel"", ""track"", ""model"", ""way of doing""]",,2,N1:軌跡=궤적 | N1:軌道=궤도,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,軍,"[""군"", ""군대""]","[""army"", ""force"", ""troops"", ""war"", ""battle""]",,5,"N1:軍事=군사 | N1:軍艦=군함 | N1:軍服=군복 | N3:軍隊=군대, 병력 | N3:軍=군, 군대",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,較,"[""비교하다""]","[""contrast"", ""compare""]",,2,N2:比較的=비교적 | N3:比較=비교,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,載,"[""싣다"", ""기록하다""]","[""ride"", ""board"", ""get on"", ""place"", ""spread"", ""10**44"", ""record"", ""publish""]",,2,N1:掲載=게재 | N1:記載=기재,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,輩,"[""무리"", ""동료""]","[""comrade"", ""fellow"", ""people"", ""companions""]",,2,N3:後輩=후배 | N4:先輩=선배,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,輪,"[""고리"", ""바퀴""]","[""wheel"", ""ring"", ""circle"", ""link"", ""loop"", ""counter for wheels and flowers""]",,5,"N1:年輪=나이테, 연륜 | N1:首輪=목걸이 | N2:車輪=바퀴(차, 자동차) | N3:輪=고리, 바퀴 | N4:指輪=반지",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,輸,"[""나르다"", ""수송""]","[""transport"", ""send"", ""be inferior""]",,6,"N1:運輸=운수 | N2:輸送=수송, 운송 | N2:輸入する=수입하다 | N2:輸血=수혈 | N3:輸出=수출",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,農,"[""농업"", ""농부""]","[""agriculture"", ""farmers""]",,8,"N1:農地=농업의 땅, 토지 | N1:農耕=농업, 경작 | N1:酪農=낙농 | N1:農場=농장 | N2:農村=농촌",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,逆,"[""반대"", ""거꾸로임""]","[""inverted"", ""reverse"", ""opposite"", ""wicked""]",,6,"N1:逆転=역전 | N1:逆立ち=물구나무서기 | N2:逆さ=거꾸로, 반대 | N2:逆らう=거스르다 | N2:逆さま=거꾸로, 반대",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,途,"[""길"", ""도중""]","[""route"", ""way"", ""road""]",,5,"N1:途上=도상, 도중 | N1:途絶える=멈추다, 그치다, 오다 끝 | N2:用途=용도 | N2:中途=도중, 중도 | N4:途中=도중",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,週,"[""주"", ""일주일""]","[""week""]",,7,"N2:先々週=지지난주 | N3:週=주, 일주일 | N3:週刊誌=주간지 | N4:再来週=다다음 주 | N5:今週=이번 주",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,遇,"[""만나다"", ""대우하다""]","[""meet"", ""encounter"", ""interview"", ""treat"", ""entertain"", ""receive"", ""deal with""]",,3,"N1:境遇=처지, 환경 | N1:待遇=대우, 처우 | N2:遭遇する=조우하다,우연히만나다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,運,"[""운"", ""운수""]","[""carry"", ""luck"", ""destiny"", ""fate"", ""lot"", ""transport"", ""progress"", ""advance""]",,16,"N1:運賃=운임, 요금 | N1:運輸=운수 | N1:運用=운용, 활용 | N1:運送=운송 | N1:海運=해운",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,遍,"[""두루"", ""널리""]","[""everywhere"", ""times"", ""widely"", ""generally""]",,2,N1:普遍=보편 | N2:普遍的=보편적,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,遣,"[""보내다"", ""주다""]","[""dispatch"", ""despatch"", ""send"", ""give"", ""donate"", ""do"", ""undertake""]",,6,"N1:心遣い=배려 | N1:派遣=파견 | N1:無駄遣い=낭비, 헛돈 씀 | N2:小遣い=용돈 | N2:言葉遣い=말씨, 어투",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,遺,"[""남기다"", ""유산""]","[""bequeath"", ""leave behind"", ""reserve""]",,2,N1:遺跡=유적 | N1:遺憾に=유감스럽게,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,還,"[""돌아가다"", ""돌려보내다""]","[""send back"", ""return""]",,3,"N1:還元=환원 | N1:還暦=환갑 | N1:返還=반환, 돌려줌",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,邪,"[""사악함"", ""부정""]","[""wicked"", ""injustice"", ""wrong""]",,5,"N1:邪魔する=방해하다, 훼방 놓다 | N1:無邪気=천진난만함 | N2:お邪魔します=실례합니다 | N4:邪魔=거추장스러움 | N5:風邪=감기",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,部,"[""부분"", ""부서""]","[""section"", ""bureau"", ""dept"", ""class"", ""copy"", ""part"", ""portion"", ""counter for copies of a newspaper or magazine""]",,16,N1:部下=부하 | N1:部門=부문 | N1:一部分=일부분 | N1:幹部=간부 | N1:警部=경부,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,郷,"[""고향"", ""마을""]","[""home town"", ""village"", ""native place"", ""district""]",,4,N1:郷土=향토 | N1:郷里=고향 | N2:故郷=고향 | N3:故郷=고향,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,都,"[""수도의"", ""대도시의""]","[""metropolis"", ""capital"", ""all"", ""everything""]",,6,"N2:都心=도심 | N3:都合=사정,형편 | N3:都=수도, 도읍 | N3:都市=도시 | N3:首都=수도",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P3,0,酒,"[""술"", ""사케""]","[""sake"", ""alcohol""]",,3,"N2:酒場=술집, 바 | N3:酒=술, 사케 | N5:お酒=술",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
